,loc,country
5686,royaume du maroc ,maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
5687,saarbrücken,deutschland
5688,ploermel,france
5689,"bénévent-l'abbaye, france",france
5690,carpediem,france
5691,nantes et antananarivo,-
5692,78 zoo,česko
5693,bujumbura - burundi,burundi
5694,"cébazat, france",france
5695,فرنسا,france
5696,mercurol-veaunes,france
5697,"central city, earth 1",philippines
5698,"mirecourt, france",france
5699,"saint-laurent-du-var, france",france
5700,zarbville,-
5701,entre ici et ailleurs,-
5702,"orléans, france ",france
5703,icioula,-
5704,"banshee, pensylvania",-
5705,commercy meuse,france
5706,"bruxelles, tanger ",belgië / belgique / belgien
5707,socio le media  ,-
5708,"val-de-reuil, france",france
5709,lebanon nabatieh,لبنان
5710,babylone ,العراق
5711,yaoundé,cameroun
5712,artsakh ,azərbaycan
5713,au soleil 🌞 !!,belgië / belgique / belgien
5714,"clichy, france",france
5715,13 / 83,norge
5716,france / giresun ,france
5717,sudiste en heulaland 🇨🇵,-
5718,france norway,france
5719,terre 1610,nederland
5720,"france, pour pas longtemps !..",-
5721,dans l’anus de ton book,-
5722,"cravanche, france",france
5723,capsule corp ,-
5724,"in my room, probably sleeping",-
5725,"uberlândia, brasil",brasil
5726,saintes-châtellerault,-
5727,"lebanon, bekaa",لبنان
5728,"aulnay , 3keus , les etangs",-
5729,she/he,україна
5730,"maison higashikata, morioh",-
5731,marseille est ,france
5732,quai conti bientôt? 40 nuances,-
5733,tashkent 🇺🇿,oʻzbekiston
5734,hey you :),中国
5735,gonesse 955 ,france
5736,bratz’s house.,-
5737,resembool,-
5738,everywhere at once,-
5739,loire atlantique,france
5740,"sucy-en-brie, france",france
5741,gondouana city ,-
5742,"valentigney, fr ordu/samsun",-
5743,"илулисат, гренландия",-
5744,entre lens et heerenveen ,-
5745,𝕒𝕣𝕚𝕖𝕤,-
5746,paris 14e,france
5747,new york ♡,united states
5748,"le bouscat, france",france
5749,"bordeaux , aquitaine ",france
5750,"rennes, bretagne, france",france
5751,"neuilly-sur-marne, france",france
5752,"rushwick, england oe",-
5753,antibes - france ▼leblog▼,-
5754,lo' she.her,-
5755,angers - france,france
5756,"la bastide du salat, ariege",france
5757,"sartène, france",france
5758,nantes métropole ,france
5759,"saint denis , france",france
5760,fr (toujours) | us (sometimes),-
5761,au pays des hobbits ,-
5762,chocolatinie,-
5763,sur twitter,-
5764,moroni - bacha city,-
5765,somewhere in our universe...,-
5766,santa barara ,colombia
5767,"georgia, usa",united states
5768,où est gator l'alligator ???,-
5769,"strasbourg,  france",france
5770,"montréal, québec (canada)",canada
5771,paris 9e ,france
5772,parcelles assainies,sénégal
5773,"fort wayne, in",united states
5774,prishtine,kosova / kosovo
5775,senegal ,sénégal
5776,🇷🇪🇮🇳🇳🇨🇻🇳,-
5777,"evry, francia",france
5778,"houston, tx",united states
5779,"pas-de-calais, nord-pas-de-cal",france
5780,parc des princes ,france
5781,"bazoges-en-pareds, france",france
5782,macronistan du sud var,-
5783,picardie  - france,france
5784,french overseas territories,-
5785,"brussel, belgië",belgië / belgique / belgien
5786,devant mon 🦴🐶,belgië / belgique / belgien
5787,"stuttgart, allemagne",deutschland
5788,québec (capitale nationale),canada
5789,"saint-mandé, france",france
5790,"lozère, languedoc-roussillon",france
5791,"thomery, france",france
5792,"moissy-cramayel, france",france
5793,aubagne,france
5794,"gold hill, or",united states
5795,"hesdigneul-lès-boulogne, franc",france
5796,la glacerie (france),france
5797,"de brest à bordeaux, gd ouest",-
5798,"nice, 3 générations ",-
5799,je vous laisse deviner!,-
5800,"trébeurden, france",france
5801,follow,日本
5802,𝖓𝖎𝖍𝖎𝖑,-
5803,"cambes, france",france
5804,sudiste 🇸🇴 ,eesti
5805,"tarn-et-garonne, occitanie p-m",-
5806,paris & toutes les régions,-
5807,morlanwelz belgique,belgië / belgique / belgien
5808,"temecula, ca",united states
5809,partout sauf la fac svp,-
5810,"moscow, russia",россия
5811,"à gauche, toute.",-
5812,kop nord !,south africa
5813,𝕾𝖈𝖊́𝖑𝖊́𝖗𝖆𝖙 🐍 | ⁶₆⁷,norge
5814,va là bas,india
5815,"ostia lido di roma, italy 🇮🇹",italia
5816,prangins,schweiz/suisse/svizzera/svizra
5817,france 🇫🇷,france
5818,ici ça rigole 🦋,-
5819,"nancy, alger ",-
5820,porte de savoie,france
5821,devant toi ,-
5822,"ayr, 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧",united kingdom
5823,balaho,-
5824,풍경 ,대한민국
5825,derrière mes cheveux,-
5826,he/they/sky 18 ,-
5827,"prévost, québec",canada
5828,"0 démocratie, voyoucratie 69🌉",-
5829,outer space,united kingdom
5830,dunkerque - hauts de france,france
5831,paris / sarthe,france
5832,senegal dakar,sénégal
5833,nantes la plus belle ville ,-
5834,"joão pessoa, brasil",brasil
5835,‎⍟ be kind. always. she/her,-
5836,"sénégal,dakar",sénégal
5837,#bretagne #cessonsévigné 🌺🌱,-
5838,"brussels, be",belgië / belgique / belgien
5839,"münchen, bayern",deutschland
5840,hann montagne/diass,-
5841,la plus belle ville du monde ,-
5842,fuuta jalon,-
5843,la voie étroite et resserrée,-
5844,94230,france
5845,washington dc and kinshasa drc,-
5846,no man's land,falkland islands
5847,joinville le pont,france
5848,chr metz-thionville,france
5849,"new york, sarasota, fl",united states
5850,"mexicali, baja california.",méxico
5851,"quevedo, ecuador",ecuador
5852,floating somewhere ,-
5853,depressive sanctuary,-
5854,d'ici et d'ailleurs,belgië / belgique / belgien
5855,biarritz - paris,france
5856,"seixal, portugal",portugal
5857,tres loin des ondes négatives,-
5858,meudon,france
5859,lac-st-jean,canada
5860,europe et amérique du sud,france
5861,🇨🇵🇱🇺🇪🇺,-
5862,minneapolis,united states
5863,lieu calme 🌍☕⛱🙇🏽‍♂️,-
5864,cèpes et bon vin ,-
5865,in the tardis with jodie,-
5866,katmandou,नेपाल
5867,in the word,united states
5868,bordeaux | papeete,-
5869,"hotel cortez, room 64",-
5870,http://www.expert-ie.fr/,-
5871,changé,france
5872,her-crb gw,-
5873,"bordeaux, ou pas",-
5874,la roche sur yon (france),france
5875,"paris- vranje,serbia",-
5876,"essonnes, france",france
5877,toulouse (fr),france
5878,world's citizen,-
5879,la cour des miracles ,france
5880,giveon's heart 🖤,-
5881,"владивосток, россия",россия
5882,condammné à perpetwitter,-
5883,"fleury-sur-orne, france",france
5884,île paradis,canada
5885,haute de france nord 59🇫🇷,france
5886,"villeneuve-d'ascq, france",france
5887,brest-paris ,france
5888,confiné'e…,italia
5889,rhône alpes ,france
5890,ciel,france
5891,konya ☪︎,türkiye
5892,between winterfell & hogwarts.,-
5893, au font de ton cul/larem/lrps,-
5894,toulouse/canet-en-roussillon,france
5895,guadeloupe | france ,france
5896, #teampatriotes #jambonbeurre,-
5897,"alger, bordeaux, haute-savoie",-
5898,avec warren,-
5899,corse-du-sud,france
5900,online/irl,-
5901,le coudray-montceaux,france
5902,iees paris,france
5903,besançon - france,france
5904,#inmydream,-
5905,chez moussa,mali
5906,https://ntelikanis.com,-
5907,"arcueil, france",france
5908,"montreal, qc, ca",canada
5909,"46°09'00.0""n 4°10'60.0""e",france
5910,monde entier,france
5911,sofia,madagasikara / madagascar
5912,royaume de belgique 🇧🇪 ♕,belgië / belgique / belgien
5913,* france * normandie *       ,france
5914,paris / dublin 🍀,ecuador
5915,"feurs, france",france
5916,death star,australia
5917,"paris, france, european union ",france
5918,"not adelaide, south australia.",-
5919,"corsica, france",france
5920,"craponne, france",france
5921,shqipe,kosova / kosovo
5922,🇦🇱,-
5923,under the sea by a palm tree,-
5924,ville rose,france
5925,"lyon, rhône-alpes, france",france
5926,epernay,france
5927,w/ jake connelly,-
5928,en mande,nederland
5929,"poitiers, poitou-charentes",france
5930,jerusalem,ישראל
5931,"blvd de l'uprona, #33 - bjm",-
5932,stéphanoise en franche comté..,-
5933,"#lombardia, italia❣️",italia
5934,la roche sur yon,france
5935,la one day but for now paris..,-
5936,compte grab : @pierrelrq,-
5937,she/her   carla deb ccme ‎,-
5938,bordèu ,france
5939,porto alegre,brasil
5940,"  kinshasa  washington, dc",-
5941,dans ma limousine limousine 😎,-
5942,blainville,canada
5943,✿ • she/her,polska
5944,coruscant,australia
5945,u0 sagitarius_a*_sol3,-
5946,"tiohtià:ke (montréal, qc,🇨🇦)",canada
5947,white pine bay,united states
5948,france bordeaux ,france
5949,spoilers.... ,united states
5950,"grand casablanca, morocco",maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
5951,a galaxy far far away,-
5952,"le maine, france",france
5953,"moncton, nouveau-brunswick",canada
5954,"plougastel-daoulas, france",france
5955,ireps auvergne-rhône-alpes,-
5956,🇵🇹🇨🇭,-
5957,cotonou - paris,-
5958,🇫🇷🇨🇲,-
5959,"à gauche, enfin, je crois.",-
5960,le manoir,france
5961,entre cicéron et marc aurèle,-
5962,"colmar, france",france
5963,"france, aquitaine",france
5964,𝓛𝓪 𝓵𝓾𝓷𝓮 ,-
5965,nulle part,france
5966,belfort,france
5967,"france, @hedebazouges 35",-
5968,agartha🌍🙆‍♂️,france
5969,"lognes, france",france
5970,"paddington, london",united kingdom
5971,taiwan,臺灣
5972,afrique africa,south africa
5973,your mind,-
5974,cré sur loir,france
5975,"oullins, france",france
5976,"saulxures, france",france
5977,je vis l'enfer en enfer c pire,-
5978,la ca bu pai,-
5979,"bamako, mali",mali
5980,sick sad world,-
5981,m,malaysia
5982,nantes (44),france
5983,bali ,france
5984,"tlaquepaque, jalisco",méxico
5985,"savoie, france",france
5986,où?caen...loin d'un peu tout ,-
5987,"lamballe, france",france
5988,paris-trouville,france
5989,central perk,singapore
5990,"folkestone, england",united kingdom
5991,shangri la  🌿,السعودية
5992,(0;0;0) référentiel égocentré,-
5993,milkyway,philippines
5994,caen france,france
5995,circo5908,-
5996,pandaemonium ⛧ infernum♡hades,-
5997,🌏,-
5998,ile-de-france / cergy pontoise,france
5999,"paris, monde... and co",-
6000,kurdistan ,ایران
6001,"trollhättan, sverige",sverige
6002,saint raphael,france
6003,"air,fire,earth,water",-
6004,"cuddalore, india",india
6005,"rezé, france",france
6006,rouen (76000),france
6007,é-u,united states
6008,les hauts de france,france
6009,"orléans, loiret, france",france
6010,🇫🇷 cocorico.   she/her,-
6011,chez wam,france
6012,one,france
6013,auxerre - france,france
6014,"lord's city, india",india
6015,vaucluse provence-alpes-côte d,france
6016,dans une boite,-
6017,avenue de wagram,france
6018,#bégard #brest #bretagne,-
6019,"algiers, algeria",algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
6020, | dans le futur |,france
6021,paris nancy mtp luxembourg ,-
6022,france - laon (02),france
6023,🇫🇷🇲🇽🇷🇺🇺🇸🇪🇸🇮🇹,-
6024,partout en france !,france
6025,"puilboreau, france",france
6026,🌍 🤫,-
6027,créteil/paris,france
6028, belgium,belgië / belgique / belgien
6029,#aixenprovence #africa #dubai,-
6030,multifandom 🇸🇳🇳🇬,-
6031,haguenau,france
6032,dans ton plasma,-
6033,"gonfreville-l'orcher, france",france
6034,berne,schweiz/suisse/svizzera/svizra
6035,france/ isere etardeche,-
6036,hopeworld ,-
6037,france ~ tunisie,france
6038,montréal 🇨🇦,canada
6039,lubumbashi ,république démocratique du congo
6040,"trois-rivières, québec",canada
6041,rhone  alpes ,france
6042,avricourt (meurthe-et-moselle),france
6043,evreux 27,france
6044,she/her ace,-
6045,winterfell côté birmingham,-
6046,paris ou proche,-
6047,la,united states
6048,mordor,polska
6049,trop loin de chez wam @ niort,-
6050,"france, europe #humanité",-
6051,"quebec, canada",canada
6052,"aurillac, france",france
6053,nantes/labaule/bzh/fr/mauritius,-
6054,lannion,france
6055,kailkeupare,-
6056,dans les cheveux de sehun,-
6057,she/her 🌈 ,polska
6058,"castres, france",france
6059,84,france
6060,40280 benquet,france
6061,"guadeloupe, martinique",france
6062,royaume du graphisme,-
6063,03,norge
6064,albuquerque,united states
6065,"hamilton, ontario",canada
6066,val de reuil,france
6067,"noeux-les-mines, france",france
6068,là-bas en bourgogne,france
6069,sûrement dans mon lit ,-
6070,turin italie,italia
6071,"palma, españa",españa
6072,"truchtersheim, france",france
6073,تونس ,تونس
6074,nlv,україна
6075,"creuse, limousin",france
6076,gaspé,canada
6077,paris 11,france
6078,ici chez moi,-
6079,abidjan cocody,côte d’ivoire
6080,abidjan-côte d'ivoire,côte d’ivoire
6081,"dublin, irlande",éire / ireland
6082,🇵🇹,-
6083,bhavnagar gujrat india,-
6084,paris - les internets,-
6085,"aussois, france",france
6086,"wilkes bare, pennsylvania, usa",-
6087,albuquerque 👨🏻‍🔬🧪,united states
6088,"paris, fr",france
6089,colmar - ile rodrigues,-
6090,countea de nissa,-
6091,breizh pointe du raz,france
6092,fou deukk neexee😇,-
6093,liverpool-strasbourg,-
6094,lyon france,france
6095,ᵀᵃᵉᵏᵒᵒᵏ ᴴᵉᵃʳᵗ,-
6096,grace field,united states
6097,"banuchhapar, bettiah, bihar",-
6098,"orange county, ca",united states
6099,planet earth ,ประเทศไทย
6100,au pays de la magie,-
6101,@bro glazik29,-
6102,loin des grandes villes ,-
6103,"nimes, france",france
6104,rouen / paris ,france
6105,"magnanville, france",france
6106,abjat,france
6107,"seattle, wa",united states
6108,avec toi,中国
6109,breizh 🤍 brittany 🖤,france
6110,au pays d’oïl,-
6111,"bayeux, france",france
6112,"nancy, france ",france
6113,toulouse - la valette,france
6114,là ou ki fait bo mais pas trop,-
6115,"lormont, france",france
6116,"loirevalley, france ",-
6117,aytré,france
6118,"cameroon, yaoundé",cameroun
6119,"pune, india",india
6120,"la réunion, bourgogne.",france
6121,"lille, madrid",france
6122,autour et dans paris,-
6123,votre localisation,-
6124,on the track,norge
6125,"korhogo , ivory coast ❤️🇨🇮",côte d’ivoire
6126,douala cameroon,cameroun
6127,"mandelieu-la-napoule, france",france
6128,this is not the end¹ᴰ,-
6129,saint-priest - france,france
6130,93150,france
6131,"stavanger, norvège",norge
6132,"montévrain, france",france
6133,kéhé part,-
6134,"new jersey, usa",united states
6135,farcha zaraf ndjamena tchad,tchad تشاد
6136,ça change. ,canada
6137,lourdes,france
6138,toulouse/rufisque/libreville,-
6139,iel/they,-
6140,quelque part par là,-
6141,"bruxelles/huy, belgium",belgië / belgique / belgien
6142,🇪🇺,-
6143,paris et lille (france),france
6144,"gardanne, france",france
6145,la celle saint cyr ,france
6146,"barranca, peru",perú
6147,"diagonale du vide, france",-
6148,"enghien-les-bains, france",france
6149,06 france,france
6150,wonderland,philippines
6151,lafrançaise,france
6152,pramousquier le lavandou  ,france
6153,pays des merveilles,france
6154,"amiens, valenciennes",-
6155,en terres chrétiennes ✝,-
6156,"sydney, new south wales",australia
6157,dijon - france,france
6158,paris 18ème france,france
6159,ireland,éire / ireland
6160,point némo,point nemo
6161,"jérusalem, palestine",ישראל
6162,ixelles,belgië / belgique / belgien
6163,"dakar, senegal",sénégal
6164,bourgogne-franche-comté,france
6165,no stunts,united kingdom
6166,pas à paris ,france
6167,nagasaki ☢️😂🤣,日本
6168,18 🇨🇵🇩🇿🇹🇳,france
6169,nonante 4,france
6170,"i̇zmir, türkiye",türkiye
6171,acab,philippines
6172,"ault, france",france
6173,villars / saint-étienne / lyon,-
6174,hogwarts/narnia,-
6175,beomgyu'sfluffyhair,-
6176,"québec, qc, canada",canada
6177,tours/mtp,-
6178,"roswell, nm",united states
6179,abidjan - côte d'ivoire,côte d’ivoire
6180,le mans ,france
6181,kali-yuga. @bzh @dyslexique ,-
6182,tragic kingdom,-
6183,j$,argentina
6184,toujours un train d avance,-
6185,"littoral,douala",cameroun
6186,il était une fois dans l'ouest,-
6187,"port-au-prince, haiti",ayiti
6188,eroda ,india
6189,france - grand est,france
6190,konoha 🇫🇷,日本
6191,#in_my_trashcan,-
6192,en cours de désintégration.,-
6193,92i🏴‍☠️,polska
6194,"dreux, centre",france
6195,black clover,united states
6196,"pont de vaux,oyonnax,moirans ",-
6197,🍽,-
6198,台灣,臺灣
6199,il/ael,malta
6200,tunis / france ,france
6201,nissa,france
6202,vanichoula,-
6203,gυα∂єlσυρє ♥ ,-
6204,qlf🫀,suomi / finland
6205,mtr sous boiga,-
6206,"maine et loire, france",france
6207,"he/him, 19 🏳️‍⚧️",deutschland
6208,rhine valley germany,deutschland
6209,bouches du rhone,france
6210,blois-orleans,france
6211,"saint-etienne-de-bolton, qc",canada
6212,périgord noir 24,france
6213,au ciel ,france
6214,"villers-semeuse, france",france
6215,"villefranche-sur-cher, france",france
