,loc,country
11023,en esta...,france
11024,barceloní,españa
11025,chacao ccas. venezuela ,-
11026,"chihuahua, chih",méxico
11027,montegei,-
11028,"saltillo,coahuila",méxico
11029,"geria, pucela",-
11030,"villa concepcion, argentina",argentina
11031,fiske.,canada
11032,nido de los condores,bolivia
11033,b 612,españa
11034,soñemos,-
11035,méxico. d.f,méxico
11036,"colonia miguel hidalgo, gdl",-
11037,olula del rio,españa
11038,andratx,españa
11039,region del bio_bio,chile
11040,potosi,bolivia
11041,huaxyacac,united states
11042,oaxaca de juarez,méxico
11043,knowhere,united states
11044,"coyoacán, méxico d.f.",méxico
11045,beach girl | free soul,-
11046,"monterrey, n.l",méxico
11047,she/ her,polska
11048,"morelia, mich.",méxico
11049,+100 countries,united kingdom
11050,rapture,united states
11051,"parque chab, buenos aires",-
11052,"castelar, oeste africanis",-
11053,"toay, argentina",argentina
11054,"mount zion, il",united states
11055,"asturias, de momento",españa
11056,new york city ,united states
11057,en la eterna crisis,-
11058,got7,-
11059,república socialista española,-
11060,just like magic,-
11061,almería 🏴󠁧󠁢󠁥󠁮󠁧󠁿,españa
11062,tuleño,-
11063,"lalín, galicia",españa
11064,"viento, viento ( llay llay )",chile
11065,san fernando ( cádiz); españa,españa
11066,viedma ,argentina
11067,"país valencià, països catalans",-
11068,san nicolás,argentina
11069,#miembrogrupochicasvox52⚔🇪🇦,-
11070,"pigfarts, mars.",-
11071,delta de l'ebre. catalunya,españa
11072,mérida - venezuela,venezuela
11073,"denver, colorado",united states
11074,lima • perú,perú
11075,bielorrusia,беларусь
11076,deep conurban esquivando balas,-
11077,"cd puebla, méxico",méxico
11078,colombia santa marta,colombia
11079,capital cervantina,colombia
11080,"birmin zana, wakanda",-
11081,pozuelo de alarcón,españa
11082,caracas distrito capital,colombia
11083,trelew - chubut,argentina
11084,casasimarro.,españa
11085,"londres, inglaterra",united kingdom
11086,san francisco de macorís,república dominicana
11087,"veracruz, españa",españa
11088,ǝʌɐ ssǝupɐs,-
11089,sur cdmx,méxico
11090,españa siempre españa,-
11091,viña del mar chile,chile
11092,"desde estado falcón, venezuela",-
11093,latinoamérica.cl,chile
11094,"tasquillo, hidalgo",méxico
11095,"durango, dgo",méxico
11096,buenos aires.,argentina
11097,miraflores - lima,perú
11098,from la calera,-
11099,"putaendo, chile",chile
11100,esmeraldas,brasil
11101,wetlands,বাংলাদেশ
11102,"ojai, ca",united states
11103,españa // cataluña //barcelona,españa
11104,córdoba. colombia,colombia
11105,la guaira edo vargas,-
11106,totalmente al centro en el pla,-
11107,"derry, maine.",united states
11108,"de argentina, vivo en europa",-
11109,ibague (tolima),colombia
11110,llano grande antioquia,colombia
11111,río calderas,colombia
11112,almirante brown - argentina ,argentina
11113,"concón, chile",chile
11114,#tigre - prov de buenos aires,argentina
11115,sopelana,españa
11116,edtropolis ,-
11117,gran canaria ,españa
11118,"leganés, madrid, españa",españa
11119,colombina,italia
11120,"ocoyoacac, mex.",méxico
11121,"üt: 10.483002,-66.874275",-
11122,comunista ,中国
11123,buenos aires - caba ,argentina
11124,las cabras ,chile
11125,"envigado, colombia.",colombia
11126,quilpue,chile
11127,"tamaulipas, reynosa",méxico
11128,l.a.,philippines
11129,"turín, piamonte",italia
11130,en atenas con pericles,-
11131,mojacar,españa
11132,quito - ecuador ,ecuador
11133,zimbabwe,zimbabwe
11134,luxembourg,lëtzebuerg
11135,"jesús gonzález ortega, puebla",méxico
11136,"tlalpan centro i, tlalpan",méxico
11137,desde un lugar de la tierra ✌,-
11138,"puerto natales, chile",chile
11139,donde pinte. bariloche x ahora,-
11140,"chacabuco,",argentina
11141,comala online,-
11142,#tayriana ,-
11143,encasa,españa
11144,tlalpan ,méxico
11145,"krakow, poland",polska
11146,argentina / suiza,argentina
11147,córdoba (ojalá otro lado),-
11148,"10 de octubre, bellas artes ",-
11149,chascomus ,argentina
11150,republica de venezuela 🇻🇪,colombia
11151,en todo méxico,méxico
11152,argentina-italia ,italia
11153,donde haya marihuana ,-
11154,"gamero #018, rancagua, chile. ",chile
11155,"so te amo💌| love love love, h",-
11156,"estado de guanajuato, méxico",méxico
11157,a catorce kilómetros de mí. ,-
11158,monte maiz,argentina
11159,"tláhuac, distrito federal",méxico
11160,#leonesp,-
11161,como la laguna ninguna,-
11162,gt,guatemala
11163,"san bartolomé de tirajana, españa",españa
11164,en tus ojitos bb,-
11165,"oficiales gamero 551, rancagua",chile
11166,"krabi, thailand",ประเทศไทย
11167,"espoo, suomi",suomi / finland
11168,"napoli, campania",italia
11169,"chapala, jalisco",méxico
11170,gandia,españa
11171,puerto de veracruz,méxico
11172,überall und nirgendwo,-
11173,minimini,日本
11174,"suwanee, ga",united states
11175,ruanda,rwanda
11176,la nada,colombia
11177,turkey,türkiye
11178,"montevideo, uruguay.",uruguay
11179,mal ubicado,-
11180,"morelos, méxico ",méxico
11181,"la granja, argentina",argentina
11182,"salt lake city, ut",united states
11183,"recreo, viña.",chile
11184,"cruz alta, córdoba, argentina",argentina
11185,"jardin america , misiones",argentina
11186,info@contrainformacion.es,-
11187,"popotla, miguel hidalgo",méxico
11188,"villahermosa, méxico",méxico
11189,chiloé ,chile
11190,en el trullo o en el mío...,-
11191,barcelona/valladolid,españa
11192,"florida, monterrey",méxico
11193,caribe del infierno,nicaragua
11194,toluca méxico,méxico
11195, chaco - argentina,argentina
11196,☯neverland☯,united kingdom
11197,ciudad de la furia 🎶/sanma 💕,-
11198,"mongolia interior, república p",-
11199,"menorca 9, local 28009 madrid",-
11200,ecatepec de morelos. ,méxico
11201,"plaza de los héroes n° 389, rancagua",chile
11202,mirelandia,-
11203,cuahtemoc cdmx,méxico
11204,tierra. américa. méxico.,méxico
11205,"mexico, md",united states
11206,amplacion artigas cordoba,-
11207,jujuy; argentina,argentina
11208,"del valle sur, benito juárez",méxico
11209,"en una galaxia muy, muy lejana",-
11210,castellano viejo,-
11211,el coño de tu madre,-
11212,to the moon,united kingdom
11213,"ludendorff, north yankton ",-
11214,"san cristóbal de la laguna, es",españa
11215,"trenton, nj",united states
11216,cᥲριtᥲᥣ ᥒᥲᥴ dᥱ ᥣᥲ ᥴorrᥙρᥴιóᥒ.,-
11217,"gaiman, chubut, argentina",argentina
11218,la calle,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
11219,marcos juarez,argentina
11220,lima -peru,perú
11221,"adrogue, minas tirith, gondor",-
11222,donde nos llame la nacion,-
11223,ig: @tania.attire,-
11224,"linares, nuevo león",méxico
11225,"puerto rico,united state",-
11226,bogotà,colombia
11227,burgos (españa),españa
11228,"21 de mayo n° 470, antofagasta",chile
11229,"peterborough nh, eeuu",-
11230,la patria grande!!🇻🇪,argentina
11231,extremaydura,-
11232,región de coquimbo,chile
11233,en el fracaso.,-
11234,"granadero baigorria , santa fe",argentina
11235,"sabinas, coahuila de zaragoza",méxico
11236,"loja , ecuador",ecuador
11237,tercer planeta sistema solar,-
11238,"quinches, peru",perú
11239,santiago/chile,chile
11240,en algun lugar ,paraguay
11241,canopus,chile
11242,el caribe ardiente.,-
11243,puerto cabello,venezuela
11244,"la serena - santiago, chile",chile
11245,"villa gobernador gálvez, argen",-
11246,#saintsnation ,-
11247,in the ass of the world,-
11248,"juana koslay, san luis. arg. ",-
11249,charallave valles del tuy,venezuela
11250,"la coruña ,galicia, españa",españa
11251,"metepec, edo de méxico ",méxico
11252,"neuquen, plottier ",argentina
11253,zona roja,chile
11254,venezuela. ,venezuela
11255,algeciras ,españa
11256,ciudad de méxico🇲🇽,méxico
11257,mex ,méxico
11258,"puerto ordaz, venezuela",venezuela
11259,panamá norte,brasil
11260,"cañada rosquin,santa fe",argentina
11261,bruxelles - madrid ,france
11262,"winnipeg, manitoba",canada
11263,الجليعة والزور وصولة والضباعية,-
11264,"pinar del río, cuba",cuba
11265,lanús ,argentina
11266,escuela de salamanca ,españa
11267,lgns madrid (spain),-
11268,merlo gomez,argentina
11269,"españa, país sin ley",-
11270,"en la sombrita, acechando.",-
11271,panamá🇵🇦,panamá
11272,here & now  🇺🇾🇺🇸 🗽,việt nam
11273,contigo de manera digital. ,-
11274,"veracruz, mx",méxico
11275,en algún lugar de la galaxia ,-
11276,"miguelete , uruguay",uruguay
11277,"norwalk, ca",united states
11278,"46017, valencia",españa
11279,jerusalem. madrid. miami. la.,-
11280,calchaqui,argentina
11281,"argentina, ciudad de bs. as.",-
11282,argentina córdoba rio seco,argentina
11283,"fuenlabrada, madrid",españa
11284,"ba, argentina",argentina
11285,detrás de tu conciencia,-
11286,madrid | barcelona | guipúzcoa,-
11287, 🇬🇹,-
11288,barxeta (valencia) spain,españa
11289,"19.410542,-99.165139",méxico
11290,carabayllo,perú
11291,barquisimeto estado lara ,venezuela
11292,en la ciudad de méxico. ,méxico
11293,gol norte rsp,-
11294,global.,canada
11295,boulogne,france
11296,"colón 3030, talcahuano, chile",chile
11297,"misiones, argentina🌻",argentina
11298,santa fé - argentina,argentina
11299,"pastaza, ecuador",ecuador
11300,"ateez,nct,exo,oneus",-
11301,ψ psicología uned,-
11302,méxico y sus alrededores,-
11303,lambaré-paraguay ,paraguay
11304,"abu dabi, emiratos árabes unid",-
11305,"córdoba, veracruz de ignacio d",méxico
11306,feudo franco de valyria,-
11307,cusco - peru,perú
11308,madrid. puente vallecas,españa
11309,"mexico, monterrey",méxico
11310,moca...república dominicana.,república dominicana
11311,"tochimilco, puebla",méxico
11312,donde no de el sol,-
11313,metán ,argentina
11314,bucaramanga mano!,colombia
11315,andosilla,españa
11316,read carrd byf ,-
11317,:),-
11318,tu barrio es bolso,-
11319,"quibdó, colombia",colombia
11320,the fifth dimension,united kingdom
11321,barcelona 🇵🇪 🇪🇦 💙🤍💙,españa
11322,"cuauhtémoc,  cdmx.",méxico
11323,paraíso,brasil
11324,aegh garden,-
11325,santa maria ixtiyucan ,méxico
11326,guacara,venezuela
11327,froilan roa 6542 la florida,chile
11328,1 bug de matrix llamado #chile,-
11329,providencia - santiago chile,chile
11330,norte de caracas.,argentina
11331,"san fernando, argentina",argentina
11332,마토 행성 - 🇮🇨 - grand line,-
11333,tostado,argentina
11334,"uruapan, michoacán de ocampo",méxico
11335,"antofa, conce en el corazón",-
11336,"la victoria, lima - perú",perú
11337,"chetumal, q,roo. mexico",méxico
11338,hvannadalshnjúkur; iceland,ísland
11339,granada - jerez,españa
11340,"kyoto city, kyoto",日本
11341,"valhalla, ny",united states
11342,port limon,costa rica
11343,s¡her,ایران
11344,"san rafael, mendoza, argentina",argentina
11345,cauca,colombia
11346,madrid-spain,españa
11347,villanueva de la cañada.madrid,españa
11348,valparaíso / santiago,colombia
11349,san jose,united states
11350,🆄🆂🆂 🅴🅽🆃🅴🆁🅿🆁🅸🆂🅴,-
11351,donde quiero estar.,-
11352,"pando, canelones, uruguay",uruguay
11353,al norte ,brasil
11354,madrid. spain,españa
11355,pjc paraguay,paraguay
11356,chimalhuacán ,méxico
11357,/criaturita del señor,-
11358,"avellaneda, bs as, argentina",argentina
11359,tucson az.,united states
11360,repartida entre slzo y rosario,-
11361,"san borja, lima, perú",perú
11362,planeta 🌎,česko
11363,puerto montt ,chile
11364,la verga ,españa
11365,"resistencia, chaco.argentina ",argentina
11366,venecia,italia
11367,palencia,españa
11368,united states of hip hop,united states
11369,provincia de marga marga,chile
11370,no-lugar,españa
11371,islas canarias 🇮🇨,españa
11372,guadalajara ,méxico
11373,alcoy,españa
11374,"tabarnia, españa.",-
11375,"álvaro obregón, cdmx, estados ",-
11376,pontevedriña,-
11377,magicant,-
11378,ilivewhereyouvacation,-
11379,tartaria,românia
11380,"macuspana, tabasco.",méxico
11381,"alcalá de henares, madrid, españa",españa
11382,"torrejón de ardoz, españa",españa
11383,of lu.. /payitaht ,-
11384,☀️,-
11385,"oporto, portugal",portugal
11386, errante viajero,-
11387,ugm,indonesia
11388,cota cundinamarca ,colombia
11389,principado de zapopan jal.,méxico
11390,"marín, españa",españa
11391,"monterrey nuevo, leon",méxico
11392,"panama, rep de panamá",-
11393,"baracoa, guantanamo, cuba",cuba
11394,"sucre, bolivia",bolivia
11395,angel grove,united states
11396,soy vecino de @mrbasgal,-
11397,"cuernavaca, morelos. ",méxico
11398,"córdoba, argentina            ",argentina
11399,más allá del horizonte,-
11400,hurlingham - buenos aires,argentina
11401,... 🤗 ,-
11402,tenochtitlán & l.a.p.,-
11403,secuestrado x @sanchezcastejon,-
11404,en la china ,españa
11405,la nueva dinamarca ,-
11406,"unam, xxii, fes aragon ",-
11407,electric ladyland,nederland
11408,tunja - boyacá,colombia
11409,"bs as , argentina",argentina
11410,"castellón de la plana, spain",españa
11411,burdeux,-
11412," capital, tierra de vicios.",-
11413,rayón,méxico
11414,"ʀᴜʙɪᴜs, ᴋᴀʀᴄʜᴇᴢ",-
11415,valpalmas,españa
11416,municipio aguasay estado monag,-
11417,vm.chile,chile
11418,"san juan , pr ",united states
11419,c/ arjona nº10,españa
11420,donde no viven los k,-
11421,en gatolandia.!,-
11422,en el cuarto de atrás,-
11423,villa constitucion,argentina
11424,"general escobedo, nuevo león",méxico
11425,xalapa veracruz,méxico
11426,"üt: 0.0,0.0",-
11427,"almussafes, españa",españa
11428,"tunja, colombia , ciclista ",-
11429,v región,suomi / finland
11430,"18.1177, -66.1616",united states
11431,ucm,isle of man
11432,iztapalapa cdmx,méxico
11433,publicidad al dm 💳  te sigue ,-
11434,irapuato,méxico
11435,"arteixo, españa",españa
11436,junin buenos aires argentina,argentina
11437,cc-badajoz-pittsburgh-madrid,-
11438,tuyter,nederland
11439,"argostoli, greece",ελλάς
11440,"colima, colima.",méxico
11441,hell (o madrid coma prefiras),-
11442,"valle hermoso, tamaulipas",méxico
11443,potes-cantabria,españa
11444,planeta madre tierra,-
11445,guacara estado carabobo ,venezuela
11446,"puebla, pue. méxico.",méxico
11447,"-0.12337,-78.508228",ecuador
11448,🏐💻🎧 ,-
11449,cdmx. ,méxico
11450,manabí-ecuador,ecuador
11451,"avda. de asturias, 35 madrid",españa
11452,milky way,sesel
11453,en las llanuras del medio,-
11454,"cihuri, la rioja, españa",españa
11455,"cárdenas, san luis potosi",méxico
11456,"""oasis (pantano) de $hile""",-
11457,"paine, chile",chile
11458,palmira valle ,colombia
11459,"us, canada",united states
11460,la mia,nicaragua
11461,"anacrime,oc,zacatecas",-
11462,vicepresidente spsp y mppd,-
11463,santa clara cuba,cuba
11464,"temuko, wallmapu",-
11465,"guadalajara, jalisco, mexico.",méxico
11466,"sitges, españa",españa
11467,el tercer vagón.,-
11468,pamplona • iruña,españa
11469,entre málaga y granada y cádiz,-
11470,"palenque, chiapas",méxico
11471,"castilleja de la cuesta, españ",-
11472,en mi pt casa encerrado #covid,-
11473,mundo digital,argentina
11474,caracas peligro,venezuela
11475,"en un gulag, otrora españa",-
11476,"antofagasta, chile♥",chile
11477,villa gesell ,argentina
11478,live from the global south!,-
11479,pas/ conily,-
11480,"montevideo, uy",uruguay
11481,"üt: -2.1243352,-79.9485243",-
11482,asuncion- paraguay,paraguay
11483,"calahorra, españa",españa
11484,"luján de cuyo, argentina",argentina
11485,betanzos,españa
11486,"lomas de santa maría, morelia",-
11487,florencio varela-argentina,argentina
11488,sam,سوريا
11489,they/them 22 lesbian nonbinary,-
11490,"blanes, girona",españa
11491,torreón,méxico
11492,barcelona. ,españa
11493,r  e  g  i  o  l a n d i a,-
11494,"cumana, edo. sucre",-
11495,horny town ,lietuva
11496,"san juan 108 toluca, edo. méx.",-
11497,"obera,misiones, argentina",argentina
11498,my minecraft house of 2014,-
11499,"coruña, galicia, españa",españa
11500,🇨🇴🇺🇸🇪🇦🇦🇷🇻🇪🇬🇧,-
11501,"sábalos, puerto rico",united states
11502,silicon valley,united states
11503,she/her. 17,-
11504,san martin alta,argentina
11505,mexico somewhere...,-
11506,pasillo 14,colombia
11507,zihuatanejo. guerrero,méxico
11508,"el maresme, república catalana",-
11509,"barling, ar",united states
11510,region del bio bio ,chile
11511,las rosas - rosario,argentina
11512,estados unidos mexicanos ,méxico
